Order Date,Order ID,Product Name,Category,City,Country,Customer Name,Discount,Postal Code,Manufacturer,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
4/28/2016,CA-2016-130792,Holmes Odor Grabber,Office Supplies,Houston,United States,Russell Applegate,80.00%,77095,Holmes,-$20.00,-235.00%,3.00,Central,$9.00,Consumer,5/5/2016,Standard Class,Texas,Appliances
4/28/2016,CA-2016-130792,Akro-Mils 12-Gallon Tote,Office Supplies,Houston,United States,Russell Applegate,20.00%,77095,Akro,$3.00,11.00%,3.00,Central,$24.00,Consumer,5/5/2016,Standard Class,Texas,Storage
4/28/2016,CA-2016-130792,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Houston,United States,Russell Applegate,80.00%,77095,GBC,-$19.00,-155.00%,4.00,Central,$12.00,Consumer,5/5/2016,Standard Class,Texas,Binders
10/28/2017,CA-2017-134775,Southworth Structures Collection,Office Supplies,San Francisco,United States,Alejandro Savely,0.00%,94109,Southworth,$25.00,50.00%,7.00,West,$51.00,Corporate,10/29/2017,First Class,California,Paper
10/28/2017,CA-2017-134775,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,San Francisco,United States,Alejandro Savely,20.00%,94109,Other,$17.00,35.00%,3.00,West,$50.00,Corporate,10/29/2017,First Class,California,Binders
6/26/2016,CA-2016-125395,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Taylor,United States,Laura Armstrong,0.00%,48180,Sony,$9.00,21.00%,2.00,Central,$42.00,Corporate,6/29/2016,Second Class,Michigan,Accessories
11/27/2016,US-2016-168935,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Pembroke Pines,United States,Denny Ordway,45.00%,33024,Hon,-$157.00,-42.00%,3.00,South,$375.00,Consumer,12/2/2016,Standard Class,Florida,Tables
11/27/2016,US-2016-168935,Logitech Media Keyboard K200,Technology,Pembroke Pines,United States,Denny Ordway,20.00%,33024,Logitech,-$1.00,-1.00%,3.00,South,$84.00,Consumer,12/2/2016,Standard Class,Florida,Accessories
12/3/2016,CA-2016-122756,Lexmark MarkNet N8150 Wireless Print Server,Technology,Philadelphia,United States,Dean Katz,70.00%,19140,Lexmark,-$338.00,-70.00%,4.00,East,$482.00,Corporate,12/7/2016,Standard Class,Pennsylvania,Machines
12/3/2016,CA-2016-122756,3M Hangers With Command Adhesive,Furniture,Philadelphia,United States,Dean Katz,20.00%,19140,3M,$1.00,26.00%,1.00,East,$3.00,Corporate,12/7/2016,Standard Class,Pennsylvania,Furnishings
11/24/2015,CA-2015-115973,Crayola Colored Pencils,Office Supplies,Cincinnati,United States,Nathan Gelder,20.00%,45231,Crayola,$0.00,16.00%,1.00,East,$3.00,Consumer,11/26/2015,First Class,Ohio,Art
12/11/2018,CA-2018-101798,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,New York City,United States,Mike Vittorini,20.00%,10009,Angle-D,$8.00,34.00%,4.00,East,$23.00,Consumer,12/15/2018,Standard Class,New York,Binders
12/11/2018,CA-2018-101798,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,New York City,United States,Mike Vittorini,0.00%,10009,Logitech,$14.00,34.00%,2.00,East,$40.00,Consumer,12/15/2018,Standard Class,New York,Accessories
9/21/2015,US-2015-135972,Nortel Meridian M3904 Professional Digital phone,Technology,Des Moines,United States,Jack Garza,20.00%,98198,Nortel,$28.00,11.00%,2.00,West,$246.00,Consumer,9/23/2015,Second Class,Washington,Phones
9/21/2015,US-2015-135972,Canon PC1080F Personal Copier,Technology,Des Moines,United States,Jack Garza,0.00%,98198,Canon,$702.00,39.00%,3.00,West,"$1,800.00",Consumer,9/23/2015,Second Class,Washington,Copiers
6/7/2015,US-2015-134971,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Peoria,United States,Bart Pistole,80.00%,61604,Wilson Jones,-$21.00,-165.00%,3.00,Central,$12.00,Corporate,6/10/2015,Second Class,Illinois,Binders
6/30/2018,CA-2018-102946,Tuf-Vin Binders,Office Supplies,Las Vegas,United States,Victor Preis,20.00%,89115,Other,$26.00,34.00%,3.00,West,$76.00,Home Office,7/5/2018,Standard Class,Nevada,Binders
10/17/2018,CA-2018-165603,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Warwick,United States,Saphhira Shifley,0.00%,2886,Other,$9.00,19.00%,2.00,East,$50.00,Corporate,10/19/2018,Second Class,Rhode Island,Storage
10/17/2018,CA-2018-165603,Xerox 1958,Office Supplies,Warwick,United States,Saphhira Shifley,0.00%,2886,Xerox,$6.00,48.00%,2.00,East,$13.00,Corporate,10/19/2018,Second Class,Rhode Island,Paper
10/31/2016,CA-2016-122259,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Jackson,United States,Harold Pawlan,0.00%,49201,Acme,$21.00,30.00%,4.00,Central,$70.00,Home Office,11/4/2016,Standard Class,Michigan,Supplies
9/8/2017,CA-2017-108987,Super Decoflex Portable Personal File,Office Supplies,Houston,United States,Anna Gayman,20.00%,77036,Other,$4.00,10.00%,3.00,Central,$36.00,Consumer,9/10/2017,Second Class,Texas,Storage
9/8/2017,CA-2017-108987,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Houston,United States,Anna Gayman,32.00%,77036,Riverside,-$317.00,-13.00%,4.00,Central,"$2,396.00",Consumer,9/10/2017,Second Class,Texas,Bookcases
9/8/2017,CA-2017-108987,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Houston,United States,Anna Gayman,20.00%,77036,Other,-$33.00,-25.00%,4.00,Central,$131.00,Consumer,9/10/2017,Second Class,Texas,Storage
9/8/2017,CA-2017-108987,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Houston,United States,Anna Gayman,20.00%,77036,Sony,$1.00,1.00%,2.00,Central,$58.00,Consumer,9/10/2017,Second Class,Texas,Accessories
12/24/2015,CA-2015-113166,Xerox 1974,Office Supplies,Miami,United States,Luke Foster,20.00%,33180,Xerox,$3.00,36.00%,2.00,South,$10.00,Consumer,12/26/2015,First Class,Florida,Paper
4/16/2015,CA-2015-155208,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wilmington,United States,Stephanie Phelps,20.00%,28403,Avery,$10.00,25.00%,6.00,South,$39.00,Corporate,4/20/2015,Standard Class,North Carolina,Art
12/24/2018,CA-2018-117933,Staple holder,Office Supplies,New York City,United States,Roy Französisch,0.00%,10024,Staple holder,$10.00,27.00%,3.00,East,$36.00,Consumer,12/29/2018,Standard Class,New York,Appliances
12/8/2018,CA-2018-117457,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,San Francisco,United States,Keith Herrera,0.00%,94110,Sony,$38.00,21.00%,5.00,West,$180.00,Consumer,12/12/2018,Standard Class,California,Accessories
12/8/2018,CA-2018-117457,Sharp AL-1530CS Digital Copier,Technology,San Francisco,United States,Keith Herrera,20.00%,94110,Sharp,$435.00,36.00%,3.00,West,"$1,200.00",Consumer,12/12/2018,Standard Class,California,Copiers
12/8/2018,CA-2018-117457,"Wirebound Message Book, 4 per Page",Office Supplies,San Francisco,United States,Keith Herrera,0.00%,94110,Wirebound,$13.00,49.00%,5.00,West,$27.00,Consumer,12/12/2018,Standard Class,California,Paper
12/8/2018,CA-2018-117457,"Bevis Round Conference Table Top, X-Base",Furniture,San Francisco,United States,Keith Herrera,20.00%,94110,Bevis,-$113.00,-11.00%,7.00,West,"$1,004.00",Consumer,12/12/2018,Standard Class,California,Tables
12/8/2018,CA-2018-117457,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,San Francisco,United States,Keith Herrera,0.00%,94110,Wirebound,$5.00,48.00%,1.00,West,$10.00,Consumer,12/12/2018,Standard Class,California,Paper
12/8/2018,CA-2018-117457,Self-Adhesive Removable Labels,Office Supplies,San Francisco,United States,Keith Herrera,0.00%,94110,Other,$14.00,48.00%,9.00,West,$28.00,Consumer,12/12/2018,Standard Class,California,Labels
12/8/2018,CA-2018-117457,Xerox 1908,Office Supplies,San Francisco,United States,Keith Herrera,0.00%,94110,Xerox,$27.00,49.00%,1.00,West,$56.00,Consumer,12/12/2018,Standard Class,California,Paper
12/8/2018,CA-2018-117457,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,San Francisco,United States,Keith Herrera,15.00%,94110,O'Sullivan,$31.00,2.00%,13.00,West,"$1,337.00",Consumer,12/12/2018,Standard Class,California,Bookcases
12/8/2018,CA-2018-117457,Novimex High-Tech Fabric Mesh Task Chair,Furniture,San Francisco,United States,Keith Herrera,20.00%,94110,Novimex,-$18.00,-16.00%,2.00,West,$114.00,Consumer,12/12/2018,Standard Class,California,Chairs
11/3/2018,CA-2018-142636,Xerox 191,Office Supplies,Seattle,United States,Kimberly Carter,0.00%,98105,Xerox,$66.00,47.00%,7.00,West,$140.00,Corporate,11/7/2018,Standard Class,Washington,Paper
11/3/2018,CA-2018-142636,Global Deluxe Office Fabric Chairs,Furniture,Seattle,United States,Kimberly Carter,20.00%,98105,Global,$27.00,9.00%,4.00,West,$307.00,Corporate,11/7/2018,Standard Class,Washington,Chairs
6/24/2018,CA-2018-122105,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Huntington Beach,United States,Caroline Jumper,0.00%,92646,Bulldog,$26.00,27.00%,8.00,West,$96.00,Consumer,6/28/2018,Standard Class,California,Art
4/14/2017,CA-2017-148796,Bevis Steel Folding Chairs,Furniture,Los Angeles,United States,Philip Brown,20.00%,90004,Bevis,$38.00,10.00%,5.00,West,$384.00,Consumer,4/18/2017,Standard Class,California,Chairs
11/6/2018,CA-2018-154816,Xerox 1987,Office Supplies,Richmond,United States,Victoria Brennan,0.00%,40475,Xerox,$3.00,49.00%,1.00,South,$6.00,Corporate,11/10/2018,Standard Class,Kentucky,Paper
3/4/2018,CA-2018-110478,American Pencil,Office Supplies,Los Angeles,United States,Sung Pak,0.00%,90045,Other,$3.00,29.00%,4.00,West,$9.00,Corporate,3/9/2018,Standard Class,California,Art
3/4/2018,CA-2018-110478,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Los Angeles,United States,Sung Pak,0.00%,90045,Other,$7.00,46.00%,1.00,West,$15.00,Corporate,3/9/2018,Standard Class,California,Envelopes
6/22/2015,CA-2015-142048,KeyTronic 6101 Series - Keyboard - Black,Technology,Louisville,United States,Joel Eaton,20.00%,80027,KeyTronic,$57.00,29.00%,6.00,West,$197.00,Consumer,6/25/2015,First Class,Colorado,Accessories
10/19/2018,CA-2018-125388,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,Lawrence,United States,Michael Paige,0.00%,1841,Westinghouse,$15.00,26.00%,4.00,East,$57.00,Corporate,10/23/2018,Standard Class,Massachusetts,Furnishings
10/19/2018,CA-2018-125388,Crate-A-Files,Office Supplies,Lawrence,United States,Michael Paige,0.00%,1841,Other,$9.00,26.00%,3.00,East,$33.00,Corporate,10/23/2018,Standard Class,Massachusetts,Storage
8/21/2018,CA-2018-155705,Hon Multipurpose Stacking Arm Chairs,Furniture,Jackson,United States,Natalie Fritzler,0.00%,39212,Hon,$225.00,26.00%,4.00,South,$866.00,Consumer,8/23/2018,Second Class,Mississippi,Chairs
11/23/2018,CA-2018-149160,Coloredge Poster Frame,Furniture,Canton,United States,Janet Molinari,0.00%,48187,Other,$11.00,39.00%,2.00,Central,$28.00,Corporate,11/26/2018,Second Class,Michigan,Furnishings
11/23/2018,CA-2018-149160,GBC VeloBinder Manual Binding System,Office Supplies,Canton,United States,Janet Molinari,0.00%,48187,GBC,$138.00,48.00%,8.00,Central,$288.00,Corporate,11/26/2018,Second Class,Michigan,Binders
9/12/2015,CA-2015-101476,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,New Rochelle,United States,Shirley Daniels,0.00%,10801,Epson,$30.00,43.00%,1.00,East,$70.00,Home Office,9/13/2015,First Class,New York,Machines
10/1/2018,CA-2018-152275,Design Ebony Sketching Pencil,Office Supplies,San Antonio,United States,Ken Heidel,20.00%,78207,Other,$1.00,8.00%,6.00,Central,$7.00,Corporate,10/8/2018,Standard Class,Texas,Art
4/15/2017,US-2017-123750,GBC ProClick 150 Presentation Binding System,Office Supplies,Gastonia,United States,Ross Baird,70.00%,28052,GBC,-$145.00,-77.00%,2.00,South,$190.00,Home Office,4/21/2017,Standard Class,North Carolina,Binders
4/15/2017,US-2017-123750,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Gastonia,United States,Ross Baird,20.00%,28052,Imation,$77.00,19.00%,7.00,South,$409.00,Home Office,4/21/2017,Standard Class,North Carolina,Accessories
4/15/2017,US-2017-123750,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Gastonia,United States,Ross Baird,20.00%,28052,Imation,$55.00,19.00%,5.00,South,$292.00,Home Office,4/21/2017,Standard Class,North Carolina,Accessories
4/15/2017,US-2017-123750,Woodgrain Magazine Files by Perma,Office Supplies,Gastonia,United States,Ross Baird,20.00%,28052,Other,-$1.00,-16.00%,2.00,South,$5.00,Home Office,4/21/2017,Standard Class,North Carolina,Storage
6/6/2017,CA-2017-127369,Letter Size Cart,Office Supplies,Lowell,United States,Dave Brooks,0.00%,1852,Other,$207.00,29.00%,5.00,East,$714.00,Consumer,6/7/2017,First Class,Massachusetts,Storage
12/19/2015,US-2015-150574,Insertable Tab Post Binder Dividers,Office Supplies,Jacksonville,United States,Mike Kennedy,70.00%,32216,Other,-$4.00,-77.00%,2.00,South,$5.00,Consumer,12/25/2015,Standard Class,Florida,Binders
12/19/2015,US-2015-150574,Belkin QODE FastFit Bluetooth Keyboard,Technology,Jacksonville,United States,Mike Kennedy,20.00%,32216,Belkin,-$19.00,-8.00%,5.00,South,$248.00,Consumer,12/25/2015,Standard Class,Florida,Accessories
6/12/2017,CA-2017-147375,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Chicago,United States,Philisse Overcash,30.00%,60623,Canon,$43.00,4.00%,3.00,Central,"$1,008.00",Home Office,6/14/2017,Second Class,Illinois,Machines
6/12/2017,CA-2017-147375,Xerox 1908,Office Supplies,Chicago,United States,Philisse Overcash,20.00%,60623,Xerox,$114.00,36.00%,7.00,Central,$313.00,Home Office,6/14/2017,Second Class,Illinois,Paper
9/15/2018,CA-2018-130043,Xerox 1897,Office Supplies,Houston,United States,Brenda Bowman,20.00%,77070,Xerox,$12.00,36.00%,8.00,Central,$32.00,Corporate,9/19/2018,Standard Class,Texas,Paper
1/20/2018,CA-2018-157252,Global Deluxe Steno Chair,Furniture,New York City,United States,Cynthia Voltz,10.00%,10024,Global,$2.00,1.00%,3.00,East,$208.00,Corporate,1/23/2018,Second Class,New York,Chairs
9/5/2017,CA-2017-115756,Aluminum Document Frame,Furniture,Detroit,United States,Pete Kriz,0.00%,48227,Other,$4.00,30.00%,1.00,Central,$12.00,Consumer,9/7/2017,Second Class,Michigan,Furnishings
9/5/2017,CA-2017-115756,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Detroit,United States,Pete Kriz,0.00%,48227,Fellowes,$23.00,12.00%,3.00,Central,$195.00,Consumer,9/7/2017,Second Class,Michigan,Storage
9/5/2017,CA-2017-115756,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Detroit,United States,Pete Kriz,0.00%,48227,Eldon,$21.00,29.00%,3.00,Central,$71.00,Consumer,9/7/2017,Second Class,Michigan,Storage
9/5/2017,CA-2017-115756,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Detroit,United States,Pete Kriz,0.00%,48227,Xerox,$42.00,46.00%,4.00,Central,$91.00,Consumer,9/7/2017,Second Class,Michigan,Paper
9/5/2017,CA-2017-115756,Office Star - Ergonomically Designed Knee Chair,Furniture,Detroit,United States,Pete Kriz,0.00%,48227,Office Star,$29.00,12.00%,3.00,Central,$243.00,Consumer,9/7/2017,Second Class,Michigan,Chairs
9/5/2017,CA-2017-115756,Avery 520,Office Supplies,Detroit,United States,Pete Kriz,0.00%,48227,Avery,$11.00,48.00%,7.00,Central,$22.00,Consumer,9/7/2017,Second Class,Michigan,Labels
3/20/2018,CA-2018-154214,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Columbus,United States,Troy Blackwell,0.00%,47201,GE,$1.00,47.00%,1.00,Central,$3.00,Consumer,3/25/2018,Second Class,Indiana,Furnishings
4/1/2017,CA-2017-166674,Newell 345,Office Supplies,Auburn,United States,Raymond Buch,0.00%,13021,Newell,$15.00,26.00%,3.00,East,$60.00,Consumer,4/3/2017,Second Class,New York,Art
4/1/2017,CA-2017-166674,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Auburn,United States,Raymond Buch,0.00%,13021,Fellowes,$10.00,6.00%,3.00,East,$162.00,Consumer,4/3/2017,Second Class,New York,Storage
4/1/2017,CA-2017-166674,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Auburn,United States,Raymond Buch,0.00%,13021,Boston,$71.00,27.00%,6.00,East,$264.00,Consumer,4/3/2017,Second Class,New York,Art
4/1/2017,CA-2017-166674,50 Colored Long Pencils,Office Supplies,Auburn,United States,Raymond Buch,0.00%,13021,Other,$8.00,26.00%,3.00,East,$30.00,Consumer,4/3/2017,Second Class,New York,Art
4/1/2017,CA-2017-166674,Newell 342,Office Supplies,Auburn,United States,Raymond Buch,0.00%,13021,Newell,$3.00,29.00%,3.00,East,$10.00,Consumer,4/3/2017,Second Class,New York,Art
4/1/2017,CA-2017-166674,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Auburn,United States,Raymond Buch,0.00%,13021,Belkin,$9.00,26.00%,4.00,East,$35.00,Consumer,4/3/2017,Second Class,New York,Phones
10/20/2018,CA-2018-147277,Chromcraft Rectangular Conference Tables,Furniture,Akron,United States,Ed Braxton,40.00%,44312,Chromcraft,-$76.00,-27.00%,2.00,East,$284.00,Corporate,10/24/2018,Standard Class,Ohio,Tables
10/20/2018,CA-2018-147277,Deluxe Rollaway Locking File with Drawer,Office Supplies,Akron,United States,Ed Braxton,20.00%,44312,Other,$67.00,10.00%,2.00,East,$665.00,Corporate,10/24/2018,Standard Class,Ohio,Storage
12/13/2017,CA-2017-100153,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Norman,United States,Ken Heidel,0.00%,73071,Memorex,$25.00,39.00%,4.00,Central,$64.00,Corporate,12/17/2017,Standard Class,Oklahoma,Accessories
2/12/2015,US-2015-110674,"Global Geo Office Task Chair, Gray",Furniture,Concord,United States,Sanjit Chand,20.00%,94521,Global,-$24.00,-19.00%,2.00,West,$130.00,Consumer,2/18/2015,Standard Class,California,Chairs
9/26/2017,US-2017-157945,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Decatur,United States,Natalie Fritzler,30.00%,62521,Hon,-$96.00,-13.00%,3.00,Central,$748.00,Consumer,10/1/2017,Standard Class,Illinois,Chairs
9/26/2017,US-2017-157945,Staple envelope,Office Supplies,Decatur,United States,Natalie Fritzler,20.00%,62521,Staple envelope,$3.00,38.00%,2.00,Central,$9.00,Consumer,10/1/2017,Standard Class,Illinois,Envelopes
12/15/2016,CA-2016-109638,3M Office Air Cleaner,Office Supplies,Seattle,United States,Joseph Holt,0.00%,98115,3M,$36.00,35.00%,4.00,West,$104.00,Consumer,12/22/2016,Standard Class,Washington,Appliances
12/15/2016,CA-2016-109638,Logitech G700s Rechargeable Gaming Mouse,Technology,Seattle,United States,Joseph Holt,0.00%,98115,Logitech,$378.00,42.00%,9.00,West,$900.00,Consumer,12/22/2016,Standard Class,Washington,Accessories
12/15/2016,CA-2016-109638,Acco D-Ring Binder w/DublLock,Office Supplies,Seattle,United States,Joseph Holt,20.00%,98115,Acco,$19.00,36.00%,3.00,West,$51.00,Consumer,12/22/2016,Standard Class,Washington,Binders
4/22/2017,CA-2017-109869,Eldon Wave Desk Accessories,Furniture,Phoenix,United States,Tanja Norvell,20.00%,85023,Eldon,$7.00,30.00%,5.00,West,$24.00,Home Office,4/29/2017,Standard Class,Arizona,Furnishings
4/22/2017,CA-2017-109869,Bush Advantage Collection Racetrack Conference Table,Furniture,Phoenix,United States,Tanja Norvell,50.00%,85023,Bush,-$814.00,-64.00%,6.00,West,"$1,273.00",Home Office,4/29/2017,Standard Class,Arizona,Tables
4/22/2017,CA-2017-109869,Poly Designer Cover & Back,Office Supplies,Phoenix,United States,Tanja Norvell,70.00%,85023,Poly,-$21.00,-73.00%,5.00,West,$28.00,Home Office,4/29/2017,Standard Class,Arizona,Binders
4/22/2017,CA-2017-109869,Premier Electric Letter Opener,Office Supplies,Phoenix,United States,Tanja Norvell,20.00%,85023,Premier,-$35.00,-19.00%,2.00,West,$185.00,Home Office,4/29/2017,Standard Class,Arizona,Supplies
4/22/2017,CA-2017-109869,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Phoenix,United States,Tanja Norvell,20.00%,85023,Fellowes,$6.00,8.00%,2.00,West,$78.00,Home Office,4/29/2017,Standard Class,Arizona,Appliances
1/17/2016,US-2016-101399,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Park Ridge,United States,Joni Sundaresam,60.00%,60068,Eldon,-$312.00,-123.00%,7.00,Central,$255.00,Home Office,1/24/2016,Standard Class,Illinois,Furnishings
3/31/2018,CA-2018-154907,Bush Mission Pointe Library,Furniture,Amarillo,United States,David Smith,32.00%,79109,Bush,-$36.00,-18.00%,2.00,Central,$205.00,Corporate,4/4/2018,Standard Class,Texas,Bookcases
12/16/2017,US-2017-100419,Cardinal Hold-It CD Pocket,Office Supplies,Chicago,United States,Craig Carreira,80.00%,60610,Cardinal,-$8.00,-165.00%,3.00,Central,$5.00,Consumer,12/20/2017,Second Class,Illinois,Binders
12/20/2016,CA-2016-154144,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Lindenhurst,United States,Maya Herman,0.00%,11757,Other,$27.00,48.00%,1.00,East,$55.00,Corporate,12/24/2016,Standard Class,New York,Paper
11/9/2015,CA-2015-144666,SAFCO Boltless Steel Shelving,Office Supplies,San Francisco,United States,Jeremy Pistek,0.00%,94110,SAFCO,$3.00,1.00%,3.00,West,$341.00,Consumer,11/11/2015,Second Class,California,Storage
11/9/2015,CA-2015-144666,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,San Francisco,United States,Jeremy Pistek,15.00%,94110,Sauder,$10.00,5.00%,2.00,West,$223.00,Consumer,11/11/2015,Second Class,California,Bookcases
11/9/2015,CA-2015-144666,Samsung Galaxy Note 3,Technology,San Francisco,United States,Jeremy Pistek,20.00%,94110,Samsung,$88.00,13.00%,4.00,West,$704.00,Consumer,11/11/2015,Second Class,California,Phones
11/9/2015,CA-2015-144666,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,San Francisco,United States,Jeremy Pistek,0.00%,94110,Decoflex,$25.00,27.00%,6.00,West,$93.00,Consumer,11/11/2015,Second Class,California,Storage
11/9/2015,CA-2015-144666,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,San Francisco,United States,Jeremy Pistek,0.00%,94110,Other,$29.00,46.00%,7.00,West,$63.00,Consumer,11/11/2015,Second Class,California,Paper
11/9/2015,CA-2015-144666,Xerox 1912,Office Supplies,San Francisco,United States,Jeremy Pistek,0.00%,94110,Xerox,$46.00,48.00%,5.00,West,$95.00,Consumer,11/11/2015,Second Class,California,Paper
7/12/2017,CA-2017-103891,Cisco SPA525G2 IP Phone - Wireless,Technology,Los Angeles,United States,Kristen Hastings,20.00%,90008,Cisco,$7.00,7.00%,6.00,West,$96.00,Corporate,7/19/2017,Standard Class,California,Phones
10/27/2017,CA-2017-152632,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Troy,United States,Jeremy Ellison,0.00%,12180,Electrix,$19.00,48.00%,3.00,East,$40.00,Consumer,11/2/2017,Standard Class,New York,Furnishings
6/26/2017,CA-2017-100790,Prang Colored Pencils,Office Supplies,New York City,United States,John Grady,0.00%,10024,Prang,$7.00,45.00%,5.00,East,$15.00,Corporate,7/2/2017,Standard Class,New York,Art
6/26/2017,CA-2017-100790,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,New York City,United States,John Grady,0.00%,10024,Fellowes,$85.00,12.00%,5.00,East,$704.00,Corporate,7/2/2017,Standard Class,New York,Storage
10/6/2015,CA-2015-134677,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,San Diego,United States,Xylona Preis,0.00%,92024,Imation,$2.00,21.00%,3.00,West,$9.00,Consumer,10/10/2015,Standard Class,California,Accessories
7/22/2015,CA-2015-127691,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,New York City,United States,Erin Mull,0.00%,10024,Other,$2.00,28.00%,2.00,East,$6.00,Consumer,7/27/2015,Standard Class,New York,Art
7/22/2015,CA-2015-127691,Logitech G602 Wireless Gaming Mouse,Technology,New York City,United States,Erin Mull,0.00%,10024,Logitech,$58.00,36.00%,2.00,East,$160.00,Consumer,7/27/2015,Standard Class,New York,Accessories
6/10/2018,CA-2018-140963,Alphabetical Labels for Top Tab Filing,Office Supplies,Los Angeles,United States,Michelle Tran,0.00%,90045,Other,$15.00,50.00%,2.00,West,$30.00,Home Office,6/13/2018,First Class,California,Labels
6/10/2018,CA-2018-140963,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Los Angeles,United States,Michelle Tran,15.00%,90045,O'Sullivan,-$30.00,-6.00%,5.00,West,$514.00,Home Office,6/13/2018,First Class,California,Bookcases
6/10/2018,CA-2018-140963,iHome FM Clock Radio with Lightning Dock,Technology,Los Angeles,United States,Michelle Tran,20.00%,90045,Other,$17.00,6.00%,5.00,West,$280.00,Home Office,6/13/2018,First Class,California,Phones
10/29/2015,CA-2015-154627,Apple iPhone 5S,Technology,Chicago,United States,Sue Ann Reed,20.00%,60610,Apple,$342.00,13.00%,6.00,Central,"$2,736.00",Consumer,10/31/2015,First Class,Illinois,Phones
6/9/2015,CA-2015-133753,Square Credit Card Reader,Technology,Huntsville,United States,Carl Weiss,20.00%,77340,Square,$1.00,8.00%,1.00,Central,$8.00,Home Office,6/13/2015,Second Class,Texas,Phones
6/9/2015,CA-2015-133753,Logitech M510 Wireless Mouse,Technology,Huntsville,United States,Carl Weiss,20.00%,77340,Logitech,$10.00,16.00%,2.00,Central,$64.00,Home Office,6/13/2015,Second Class,Texas,Accessories
6/9/2015,CA-2015-133753,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Huntsville,United States,Carl Weiss,20.00%,77340,Boston,$6.00,9.00%,2.00,Central,$70.00,Home Office,6/13/2015,Second Class,Texas,Art
9/14/2015,CA-2015-113362,Fellowes Officeware Wire Shelving,Office Supplies,Rochester,United States,Astrea Jones,0.00%,14609,Fellowes,$9.00,2.00%,5.00,East,$449.00,Consumer,9/19/2015,Standard Class,New York,Storage
9/14/2015,CA-2015-113362,Colored Envelopes,Office Supplies,Rochester,United States,Astrea Jones,0.00%,14609,Other,$5.00,46.00%,3.00,East,$11.00,Consumer,9/19/2015,Standard Class,New York,Envelopes
5/9/2017,CA-2017-169166,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Seattle,United States,Sonia Sunley,0.00%,98115,Sony,$13.00,14.00%,2.00,West,$94.00,Consumer,5/14/2017,Standard Class,Washington,Accessories
